Chr,start,end,pid,gid,strand,07-08-095-0,07-08-120-8,07-08-122-0,07-08-123-1,07-08-015-6,07-08-017-3,07-08-026-9,07-08-128-3,07-08-117-4,07-01-100-6,07-01-068-3,07-01-105-2,07-01-083-8,07-01-108-1,07-01-124-3,07-01-103-4,07-08-125-4,07-08-144-3,07-08-142-7,07-08-156-0,07-08-137-5,07-08-112-6,07-08-096-6,07-07-064-2,07-07-060-3,07-07-062-6,07-07-077-6,07-02-085-4,07-02-092-3,07-02-095-2,07-02-093-4,07-02-096-8,07-02-106-1,07-02-091-0,07-02-076-7,07-01-002-4,07-01-130-1,07-01-139-3,07-01-141-2,07-01-151-4,07-08-106-4,07-08-091-3,07-08-081-0,07-08-113-5,07-07-093-1,07-07-111-8,07-02-067-2,07-02-103-5,07-02-125-1,07-02-134-9,07-02-118-5,07-02-126-7,07-02-122-2,07-02-109-0,07-08-013-9,07-08-021-1,07-08-010-2,07-08-007-1,07-08-014-1,07-08-003-7,07-08-028-2,07-01-010-5,07-01-006-9,07-01-001-1,07-02-002-5,07-02-009-4,07-02-018-9,07-02-022-1,07-02-039-5,07-02-017-0,07-02-034-8,07-02-027-8,07-08-034-6,07-08-031-4,07-08-046-1,07-08-068-9,07-08-049-0,07-08-065-8,07-08-051-7,07-07-012-9,07-07-010-1,07-07-005-8,07-07-016-4,07-07-020-6,07-07-018-6,07-01-013-3,07-01-034-1,07-01-028-5,07-01-039-4,07-01-060-8,07-01-040-9,07-01-038-7,07-08-154-1,07-08-140-4,07-08-150-2,07-02-023-2,07-02-019-1,07-02-038-2,07-02-045-9,07-02-046-3,07-02-048-5,07-02-057-4,07-07-019-3,07-07-023-4,07-07-029-9,07-07-036-6,07-01-044-5,07-01-061-2,07-01-166-9,07-01-074-3,07-02-141-7,07-02-139-6,07-02-147-2,07-08-060-4,07-08-151-8,07-08-160-0,07-08-163-7,07-08-085-2,07-08-082-3,07-08-103-8
chr2,85657314,85657315,SFTPB,SFTPB,-1,-2.60219692,-2.433328811,-2.065918314,2.490144321,-2.120362308,-2.006083056,1.725885835,3.161747685,4.174066978,-2.290975248,2.485015688,2.320759548,2.210760555,0.648887849,1.438119088,-2.118447703,-1.65522366,-2.057621654,-0.673777338,2.190403558,1.601093508,2.338277878,-2.518708566,-1.643423949,1.640956891,-2.157656758,2.237716421,-1.416948683,2.037253628,1.459192553,-0.03101264,3.204638707,-2.142495417,1.35400846,3.747849462,-2.25397106,-2.115405017,1.851307052,2.048082295,-0.012091049,-2.177752785,-2.152694619,0.829761176,2.333771805,1.846340138,2.651000796,-1.759275607,-2.319520167,-2.403721475,-0.167790431,-2.161507656,1.982500686,0.720693038,0.990907952,-2.359604969,-2.332708724,-0.906368243,0.42721401,0.720614197,1.033435403,2.008877837,-0.850102676,1.307825361,1.882938633,1.358875374,1.4052725,3.593815077,3.024664451,2.567731321,2.247539114,3.18550143,-1.788558967,-2.277009766,-2.258174032,-0.293638846,1.125606938,2.394319207,1.540976991,-2.365275463,1.11326065,0.223701228,2.666167809,-2.588727237,2.802408855,-2.252309983,1.26410394,-2.080417411,2.103249133,-2.535985914,0.904149096,2.303950542,0.425232833,1.570371384,3.208844046,3.85406824,2.969799678,-2.610894223,3.560381788,0.413790185,-0.598646512,3.292963022,-2.162470996,-1.715506029,0.020272552,-2.548028659,0.818787183,2.754017089,2.799131343,3.160549038,2.79940632,-2.209014163,-2.362346525,2.216139765,0.955612761,0.283630155,-0.071807466,2.308497455,1.046400358,-2.57683451,-0.32402897
chr12,52446651,52446652,KRT6B,KRT6B,-1,5.261989225,4.600094191,6.026838827,3.349966663,3.165039911,3.485770041,3.908089166,5.135112558,3.947296116,5.560773793,5.154042453,5.176749246,3.433152977,4.476706874,4.873505232,4.185333046,6.529651683,4.542291188,4.399471644,5.303466223,4.61739532,4.625854468,5.202390623,4.029001393,2.429452786,4.41219885,4.362044556,3.940603322,3.174757152,3.357312939,6.895777513,4.489092096,3.529929925,4.552788324,3.270527684,3.676766278,4.360328414,3.436269553,3.949901901,4.141714287,2.776443526,3.1327076,6.655401451,3.496043234,3.929756146,2.940507414,4.123367443,4.309836453,4.310524043,3.861956913,4.496703827,3.917405658,4.120623645,3.751720288,4.859563552,4.633075561,3.918060192,4.127653729,4.180045816,3.072963767,3.344480869,4.913662978,5.84100532,3.904000248,3.505716763,4.016707212,3.820585939,5.79156733,3.415728227,3.963746148,2.514124177,4.478227573,5.444089422,3.719105892,3.954288668,4.801171987,3.441624921,3.439097377,4.402908862,4.954562904,2.656660636,4.7453945,4.353787268,3.274477299,2.50257752,3.501143137,3.534292433,3.832601543,4.150514613,2.730119696,4.483274241,3.683967102,4.931118728,6.113595731,3.467045117,3.644029517,4.951348201,5.22664439,4.145594074,4.15624099,3.562149655,6.906307282,3.039381473,3.67562438,3.6417959,4.660089437,6.391891121,4.28100035,4.767707285,4.254600946,2.920268854,6.285111901,3.097495268,4.770872881,7.565063472,5.868359284,4.174480107,4.863093145,4.317983253,6.275883872
chr1,45329163,45329164,MUTYH,MUTYH,-1,4.0271597,3.976062125,3.219483905,4.812072416,4.59388321,5.794816844,4.365296119,4.923136753,5.079207791,4.477209077,5.021068588,5.398002547,5.315097215,4.054880209,4.421630965,3.812289635,5.463717413,4.385321842,4.774683163,5.10146983,3.923021603,5.070993999,4.249475759,5.345260737,5.051889992,5.493394933,4.252071714,4.732798436,5.918265592,5.097793018,4.406392672,4.930463743,4.232544015,5.682479401,5.359653575,4.92593803,3.665954697,4.239577642,4.429511401,3.732070046,4.877529651,4.789819887,3.576995106,4.449249023,4.673191235,5.076022384,5.03514026,5.415189453,5.275758625,5.041662935,4.552737862,5.114206365,3.817554578,5.020655295,4.629079718,4.381536794,5.070911681,4.717891171,4.318873521,5.347326178,5.688022777,4.841059229,4.083119074,4.615654754,4.926559884,5.080837549,5.473854453,4.965285904,4.912559818,4.821005976,5.090153553,4.840797653,4.799805831,5.072742846,4.629193294,4.8504997,4.595953068,4.849729698,4.505089257,4.572692268,4.669957458,4.810003581,4.466555198,4.767075782,4.014476558,5.1149605,4.606083117,5.054993965,4.42979837,4.928533255,4.483274241,4.359344898,3.783365107,5.279233374,4.84555674,4.915056714,5.523532097,4.021712939,4.725376336,4.610806853,5.425413318,4.803313288,4.760227402,4.206139097,5.400338572,5.462643373,4.33897959,5.179555087,4.304139891,4.810994295,5.383442874,3.129506571,4.343251682,5.260797592,4.509698235,4.374448764,4.493852497,4.705909813,5.287351635,5.421925408
chr18,31447795,31447796,DSG3,DSG3,1,5.768490487,5.70109751,5.747862877,3.161521573,5.118042431,5.27004135,4.944309354,4.902227763,3.750259269,4.216819392,3.863527311,5.32795505,3.058757462,3.081847257,4.4544209,4.031299417,5.563944861,3.227780565,5.089988316,4.561659366,3.186056008,4.316904227,6.432576149,3.641978269,1.881964991,3.12774546,0.401215154,4.732798436,0.452291128,2.392078357,6.965225441,3.411089584,4.544005111,3.777219891,2.642496462,0.915953941,3.013878,2.156161634,2.754351091,4.235836464,4.563714202,5.007176718,6.072254803,3.433307479,3.682841405,1.596553012,1.700156012,5.532228875,4.337745512,3.201443379,4.142273092,2.538894034,3.89061804,2.068910464,3.473285046,4.722573711,1.209108974,3.769606208,1.010120815,1.563950119,4.816232759,2.774388189,6.52922658,2.653456787,3.909072457,-0.179690001,3.76714668,5.419196295,2.316192554,3.832501615,2.888519692,4.094084082,7.07834133,2.134143391,3.478950658,5.194086676,3.77283083,3.21082839,4.929345286,5.103206985,-0.513264366,4.341328118,4.330136,2.802408855,2.50257752,3.666202383,2.007045431,3.140723839,2.593297103,5.283921265,4.193767624,3.232587755,4.520330702,5.777686881,3.467045117,3.923005467,6.28088948,3.382594668,4.745986615,3.597750701,3.292963022,7.009956512,3.039381473,2.453231959,5.769383955,4.848534527,7.169831693,4.448944988,4.604649003,3.994957129,4.88901792,5.609197029,2.612068441,4.689801271,7.884604974,6.620284909,5.033781244,5.569962315,5.758555845,4.72036515
chr14,24249114,24249115,TGM1,TGM1,-1,4.516744153,4.196027809,5.627568644,0.90518182,2.403199648,4.183741503,5.080728552,2.75839199,4.065132606,4.27888036,4.144940246,4.306259979,3.589272179,3.371353874,4.001055282,4.510908917,5.21514106,4.997660781,3.849784618,5.067721039,2.048552485,3.742668133,4.423805939,4.50632317,3.225919392,2.700324237,1.986177654,3.712334334,3.858283487,4.189585493,5.204203821,3.801879537,4.26689552,3.675936555,4.105896982,3.473949395,4.730085034,3.121396216,2.444010971,4.352481383,4.717064979,2.891699501,5.353323132,2.799435378,3.235382428,2.144040808,3.666989148,3.235068685,3.527015863,4.028606782,3.904581534,3.567463187,2.977032792,1.521422669,5.075023259,4.765323359,4.047828067,3.046123843,2.408670191,5.120898244,4.535423651,5.769505968,5.63529164,2.439331981,4.384410467,3.279741618,3.969963563,4.989331378,1.383306749,4.394380502,4.604726726,4.840797653,5.071718388,3.233679064,3.547663408,1.415113555,0.809356706,4.823012359,3.65709235,5.844202456,3.683132847,3.978758039,4.829125278,2.892606664,3.630333067,1.626674019,4.028107046,2.80951793,2.955867182,4.363580715,3.642752455,3.595157835,4.520330702,3.599633999,3.117102646,4.849839054,4.259470497,4.417641616,4.476799982,3.8387588,3.365112808,4.756392241,2.532421484,4.492760323,2.49636546,2.172424138,4.004560551,2.464712303,4.832316366,4.613394335,2.920268854,5.05550599,4.271992999,3.825028651,6.324898173,5.394166998,3.763692081,4.126127551,5.462084479,3.517273284
chr15,90265659,90265660,NGRN,NGRN,1,5.925280086,5.430857334,6.118957029,6.738071834,7.006342165,6.118038256,6.042254404,6.569067271,6.789312045,6.172549125,5.891008047,6.338681456,6.61220899,6.521716609,6.358065836,5.841554229,5.263639577,6.295525171,6.003355007,5.531027747,6.23441903,6.289734026,5.406103938,6.828251265,6.578130054,6.361979494,6.311536655,6.543053249,6.657840039,6.298968953,5.976481896,6.263532396,6.724783323,6.147242274,6.148849128,6.249854678,6.26397335,6.41848024,6.403781126,6.001371211,6.218851996,6.86689611,5.8989232,6.396781603,5.917547088,6.351440515,6.364845705,6.677659314,6.643402437,6.307943,6.310167558,6.291642626,5.912711811,6.182926724,5.657203319,6.011587184,6.163305285,6.162890909,6.085964573,6.16271842,6.20527505,5.978562752,5.792260986,6.526794823,5.882437331,6.875592434,6.582258046,5.521679253,6.362666983,6.294013544,6.651020378,6.293590074,5.907865576,6.382070904,6.266056896,6.227144964,7.061075798,6.07589881,6.296502635,6.494082434,6.653317193,6.082658905,5.824900692,6.43692718,6.074119505,6.936529282,6.236995203,6.524206604,6.4035933,6.07042632,5.684093251,5.870543344,6.235061077,6.328015747,6.641893997,6.199845672,6.436229689,6.361750415,5.761253372,5.971209096,6.611187148,5.255381518,6.873208607,6.21798071,5.787361695,6.296320608,6.4235131,6.08580859,5.929041137,5.916672372,6.718763799,5.698349407,6.38184018,5.945171014,5.872880014,5.994281724,5.927948332,6.074808774,5.996812678,6.215129841
chr6,125956781,125956782,HINT3,HINT3,1,6.319644017,6.383654813,5.511510514,6.043595849,5.680537592,5.870433891,5.760155737,5.565746912,5.668831669,5.443734372,5.562258686,5.077782795,5.359152395,5.197324474,6.017606458,5.157676703,5.675693218,5.564430165,5.865381473,5.821659711,5.835148847,5.718420587,6.157248467,6.245319299,5.321076625,4.662522204,5.31495942,5.84043916,5.20717863,5.747953784,5.372709546,5.466130948,5.152125332,5.394422729,5.841276326,5.2774104,5.832962215,5.55174677,5.701021589,5.100609084,5.322093102,5.298516493,6.05031225,5.805640527,5.105074406,5.684015854,5.086214444,5.115108061,5.532916464,5.714852619,5.354192182,5.602396977,5.187392658,5.486318868,5.600396964,5.749440317,4.497353943,4.779730425,5.685115516,4.709000452,5.781467341,4.223146306,4.76725698,5.09009654,5.827644858,5.177862004,5.315350631,5.521679253,5.81261838,5.630008751,5.306131135,5.90492799,5.805139275,5.758634256,5.909301213,5.592306557,5.853750825,5.920749161,5.868344214,5.327039941,5.448667593,5.588488445,5.471968695,5.736955793,5.882116338,5.57569009,6.05400891,5.576420809,5.577756252,4.82842177,5.99127476,5.577879843,6.023829102,4.485175274,5.579103624,6.003925462,5.53376402,5.029286159,5.228487082,5.423721301,5.538942264,5.898224935,6.046045203,5.748193006,5.534120382,5.957201212,5.575516193,6.294297173,4.972689022,5.279838237,5.739353068,4.95053643,5.419423363,5.710500263,5.447818787,5.810835583,5.724988552,5.966347107,5.758555845,5.474712822
chr7,128476729,128476730,METTL2B,METTL2B,1,3.587627639,3.497408527,3.662002141,3.843781275,3.552063034,4.501711585,3.753366571,3.912720137,4.065132606,4.367236235,3.907248688,3.826650478,4.746813456,4.630740503,4.720154455,3.858832221,4.534600899,3.873115683,3.413685504,2.952243821,3.499213894,4.083705051,3.589815891,3.782840805,4.448311813,4.381502053,4.582544918,4.009316072,4.013006082,4.475494366,3.669427078,3.985325678,4.26689552,3.449165693,4.418281305,4.188972436,3.815332321,4.422055694,4.275888212,3.39390131,4.692611935,4.114091922,3.694831596,3.774344397,3.643847274,4.554324777,3.855434237,4.599343071,4.466643245,4.224526992,3.196044349,4.270077276,3.817554578,4.010807509,4.269751652,3.817038395,3.48594918,3.642226901,3.993632692,4.130296942,4.124355054,3.714681943,4.321631161,3.772755715,3.836922671,4.212627422,4.188973345,3.11486226,3.705234844,3.832501615,4.329092283,3.992800746,2.767384353,3.970644659,3.902758367,4.105429056,4.418165949,3.753970715,3.65709235,4.352726585,3.924140947,3.138236253,3.854216259,3.870580357,4.377046638,4.184669472,4.42737723,4.298265116,3.2969041,5.066769297,3.708340797,4.304378438,2.96892076,4.25614976,3.920410735,3.954369638,4.307969014,4.528672928,3.873221804,3.924915444,4.483294234,3.122931222,4.350583161,3.531234471,3.474339154,4.248775024,3.025319111,4.480309159,3.884031403,4.0740287,3.980810396,3.129506571,3.25361447,3.762967683,4.296454195,3.628632252,3.544125704,4.481786503,4.081376973,4.56674196
chr16,23463542,23463543,GGA2,GGA2,-1,6.680891433,7.052500498,6.997476767,6.999699419,7.672427986,7.475716376,6.965025331,7.302047517,7.39552228,6.95932317,7.483211191,7.329748331,7.27828455,6.607730524,6.833555852,7.127105004,6.539533195,6.864219283,7.446892549,7.144599869,7.540405581,7.080537772,6.946857839,7.217662957,7.469237652,7.8095695,7.337011626,7.528495153,7.257067506,7.177180473,6.497767025,7.432964084,7.524616126,7.572296483,7.314064332,6.575751675,7.125386315,7.046932564,7.420374607,6.674409478,6.689525955,7.500150354,6.640791756,7.532041433,7.066891212,7.580861915,6.502819239,7.209910387,7.695626336,6.909025167,7.371822076,7.474353782,7.359732212,7.44486444,7.196901086,7.161146725,7.753033091,7.494840436,7.462081184,7.626722768,7.667769355,7.421360352,7.128986083,7.77989425,7.155146797,7.402765644,7.381300893,6.893835381,7.569533563,7.037616045,7.30033329,7.373832361,7.328469752,7.457787958,7.248103126,7.311033033,7.59333712,7.497287141,7.430764146,7.716474855,7.713950439,7.144513399,7.352320369,7.131300897,7.261417613,7.509317068,7.393288339,7.384752174,7.563361896,7.279188527,7.388915209,7.483611182,6.614765503,7.672640857,7.370973298,7.284033381,7.138975204,6.077566174,7.291183883,6.927526657,7.402023498,7.059116125,7.292922593,7.497626078,7.516714106,7.280039237,6.654259309,7.414856097,7.044897065,7.501634873,7.828532791,6.277898411,7.409081419,7.739995937,6.702687426,7.092093747,7.429780294,7.343525062,6.847331779,6.745644558
chr1,2050470,2050471,PRKCZ,PRKCZ,1,4.832431307,5.017882301,4.533994528,5.136136255,5.516262313,5.112858017,5.493051667,5.469531597,5.106952782,5.360076443,5.189887652,6.148578573,5.337292961,4.866118565,5.138558806,5.13894014,4.787719836,5.377006573,5.089988316,5.303466223,5.436282638,5.096305088,5.269193994,5.014787533,5.582404709,5.630245801,5.518672735,5.182964159,5.443245988,5.199433279,5.254389579,5.386842038,5.907353133,5.501907155,5.359653575,5.694396172,5.160719388,5.76946876,5.251365893,4.764012939,5.256875443,5.852929931,5.371134408,5.325158675,5.492941704,5.134518034,4.898935876,5.196179672,5.710020691,4.876603689,5.430949381,5.410737683,5.216103954,5.634764142,4.878799771,5.519040317,5.807877275,5.212316126,5.050535083,5.638297461,5.132260252,5.404138611,5.10723153,5.755477724,4.891370455,5.511471903,5.296614068,4.670380983,5.788061275,4.750039455,6.011902107,5.69525681,5.089312448,5.349156282,5.132625909,5.51792436,5.542711046,5.67400241,5.001046752,5.041367731,5.177897539,5.274213922,5.535394075,5.712398689,4.927599108,5.251164884,5.285904804,5.681870107,5.763222104,5.369529981,4.874699183,5.612231348,4.740296385,6.070137775,4.879305531,5.176762059,5.759793184,5.751065349,5.041063491,5.129273942,6.079023166,4.212568435,5.361309568,5.405703589,5.411973273,5.241319219,4.861820379,5.634637305,5.3996202,5.37659147,6.135281745,5.936861493,5.807416039,5.24952648,5.023169693,5.106110326,5.6896915,5.22359336,5.274914531,5.167824127
chr8,125024260,125024261,WASHC5,WASHC5,-1,6.676252538,6.640812652,6.763804421,6.079552726,5.851181246,6.842539885,6.239765237,6.689892053,6.453403196,5.961690184,6.625794343,6.265617994,6.603077978,5.978011446,5.178359814,5.841554229,6.489434583,6.516025533,6.452066595,6.859134417,6.596989109,6.71433941,7.033960532,6.609241483,6.543469046,5.924492283,6.573999809,6.737869426,6.090364965,6.58847557,6.145576091,6.664070326,6.408251369,7.005712512,5.711844508,6.456835374,6.323386836,6.194296763,6.916498742,6.593758818,6.830675837,6.473014225,6.780629469,6.413129597,6.646315529,6.213525908,5.251951649,6.05116724,6.35450174,6.944214595,6.53545987,6.72476058,6.507870079,6.694427063,6.730507451,6.618575991,6.06708997,6.725767597,6.953701219,6.467136746,6.088235628,6.275741257,6.378875113,6.837134943,6.488158391,6.285196048,6.672221423,6.788144564,6.466906951,6.633298821,6.384945518,6.815067378,6.844523751,6.883933025,6.560190506,6.536882518,6.388295419,7.084360388,7.050466306,6.841181104,6.125774808,6.516102519,6.685068362,6.793656381,6.87439449,6.204941867,6.780669495,6.918716701,6.651366159,6.591922402,6.712342728,6.362711749,6.875811356,6.553041304,6.746173499,6.49469561,6.505449738,6.678269524,6.74854232,6.652441342,6.798723692,6.609018473,5.977980928,6.905358777,7.004640438,6.679529318,6.407788748,6.371602899,6.238110021,6.636372898,6.1961273,6.02567076,6.38184018,6.977980574,7.118326926,6.943886341,6.844149105,6.7188257,6.85570739,6.062552083
chr1,154272511,154272512,HAX1,HAX1,1,6.721983626,6.523773231,7.050425647,7.068412169,7.373493141,6.752140159,6.959136772,6.981615218,7.488104287,7.365449615,7.286174344,7.365153668,7.1272372,7.677898936,7.431958103,7.54154819,7.148907361,7.33684104,7.001003425,6.945291061,7.075352544,7.086865392,7.053044078,7.13465318,6.836161301,7.432930292,7.421996716,7.133798102,7.612162464,7.187113008,6.934771644,6.852927143,7.239047535,7.327118742,7.254527205,7.561412236,7.186091178,7.669231216,7.477874423,6.906772188,6.896388678,7.254573146,7.064065406,6.988578295,7.163106527,7.068540803,7.180303608,7.013635184,7.263390067,7.250062084,7.035709037,6.942161757,6.901707219,7.066535657,6.719879815,7.044501806,7.241684578,7.145379898,6.815131796,7.123253665,7.044920587,7.214191001,7.06886509,7.181338192,6.922207859,7.341256007,7.030748072,7.021752856,7.145462252,6.981926164,7.204251521,6.935954886,6.685886239,7.161786146,7.06684249,7.167570231,7.149206709,7.128669285,6.626246383,7.08032676,7.084167487,6.923859793,6.771022323,7.084226736,6.657583101,7.214972232,6.982977671,7.105620038,7.054601136,6.985814093,6.974710915,7.115729748,7.113754781,7.422623337,7.093933481,6.932880215,7.22673371,7.254373696,6.733139736,7.113307194,7.164907739,6.989813846,7.095065606,6.967471136,6.634365694,7.158637186,7.155779358,7.09343519,6.808425746,6.940607033,7.335950269,7.135505312,6.959734097,6.708443677,6.663627306,6.934939366,7.053005812,6.942319836,6.904964922,7.378720909
chr15,61852389,61852390,VPS13C,VPS13C,-1,7.745424448,7.519412436,7.111501224,7.553838996,7.062032045,7.699549332,7.574268025,7.06863828,7.355603269,6.723045222,6.585993335,6.854322896,6.922255462,7.242839133,6.66868544,6.704919537,7.242621796,6.707249937,7.357809005,7.330399707,7.410788568,7.418233183,6.954997184,7.242272424,7.403112394,6.697211625,6.624527368,7.149105355,6.244105199,6.891544638,6.59834398,6.852927143,6.724783323,7.191493048,6.957851903,7.015155619,7.02670204,6.673737295,6.987506854,7.26030546,7.312095176,6.838827228,6.633431051,7.261126504,6.411124756,7.122525487,7.287848305,6.822586891,7.053659404,6.9785661,6.980599401,6.85793385,7.359732212,7.41157,7.278830945,7.372923663,6.625013218,6.139495341,7.362866501,7.178659963,7.073941293,6.233819808,6.7494927,6.853467514,7.262326886,6.868342695,7.363406772,7.149952925,6.921054612,7.052438384,7.509106102,7.35354809,6.674274948,7.376637018,7.650829208,7.2154252,7.566913395,7.112212509,6.92704617,6.721412778,6.997170156,7.185677248,7.220236938,7.203563641,7.619595255,6.992024394,7.266096323,7.365096624,6.997343818,6.675938658,7.413704394,7.115729748,6.9215114,5.777686881,7.191191625,7.332582906,6.653548377,6.391436545,6.842449455,6.963595912,7.199853618,7.587398431,7.03603803,7.494384066,7.072191166,7.19768409,7.043241019,7.292089529,7.383540461,7.515866259,6.865127299,7.268830531,7.827747038,7.544039117,6.777771428,7.346045048,7.003557322,6.994236504,6.78291505,6.958287269
chr7,75996338,75996339,STYXL1,STYXL1,-1,6.182437925,6.132725227,6.492502399,7.059437365,6.865479629,5.833120733,6.34285873,6.549029518,7.509051225,6.95932317,6.619236627,7.067072315,6.593888807,7.218743458,6.970209315,6.698535921,6.468897652,6.840223802,6.39589619,5.993271089,6.326537232,6.474816711,6.426735271,7.067382484,7.115215928,7.068755434,7.453395018,6.845146162,6.934494054,6.60338728,6.422943848,6.670780547,7.359341768,6.840020678,6.867229021,6.737550786,6.770291356,7.520400534,7.181697732,6.935107535,6.546761068,7.321011131,6.384350028,6.875145038,6.533507499,7.197609489,6.129467642,7.100440011,7.227455581,6.758999723,6.705771084,6.85793385,6.39311838,6.524886524,6.120175296,6.314749702,6.970148704,6.836604947,6.176398039,7.151222781,6.778951743,6.450631197,6.345477903,6.9679033,6.403269494,6.793768211,6.875276581,6.332562986,6.998016594,6.552189217,7.056152882,6.929117456,6.022198252,6.810604246,6.988677393,6.62456692,6.691999755,6.569385407,6.114504801,6.431175682,6.954341184,6.780749776,5.915098501,7.025632082,6.343879774,7.139743601,6.644096442,7.091335812,6.879755854,6.746213672,6.440489375,6.659537063,5.987456712,7.009312582,6.764349425,6.49469561,6.850585224,6.837719732,6.289429847,6.639758227,7.134265276,6.190675829,6.796246625,6.194199484,6.010392054,6.759997852,6.687198983,7.108568493,6.576634626,6.441399766,6.993109661,6.47370383,7.184958109,6.796269658,5.700276907,6.384341568,6.491292257,6.60098921,6.048874333,6.538091756
